Cation_SMILES,Anion_SMILES,IL_SMILES,LOG10(MP)(K),MP(K),Molar mass(g/mol)
CCCC[N+](CCCC)(CCCC)CCCC,[Cl-],CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],2.497,314.15,277.924
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,2.565,367.15,441.491
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,O=[N+]([O-])[O-],CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])[O-],2.538,345.15,416.691
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC,[O-][Cl+3]([O-])([O-])[O-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC.[O-][Cl+3]([O-])([O-])[O-],2.578,378.15,482.19
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[O-][Cl+3]([O-])([O-])[O-],CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[O-][Cl+3]([O-])([O-])[O-],2.601,399.15,510.244
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[Br-],CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],2.577,377.15,434.591
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[I-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[I-],2.57,371.15,495.618
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[Br-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],2.581,381.15,448.618
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[Br-],CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],2.567,369.15,490.699
CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,[Br-],CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],2.597,395.15,364.456
CCCCC[N+](CCCCC)(CCCCC)CCCCC,O=[N+]([O-])[O-],CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=[N+]([O-])[O-],2.588,387.15,360.583
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[O-][Cl+3]([O-])([O-])[O-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[O-][Cl+3]([O-])([O-])[O-],2.575,376.15,468.163
C[NH+](C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.553,357.15,340.267
CCC[N+](C)(C)CCO,[Br-],CCC[N+](C)(C)CCO.[Br-],2.571,372.15,212.131
CCCC[N+](C)(C)CCO,[Br-],CCCC[N+](C)(C)CCO.[Br-],2.555,359.15,226.158
CCCCCC[N+](C)(C)CCO,[Br-],CCCCCC[N+](C)(C)CCO.[Br-],2.55,355.15,254.212
CCCC[P+](CCCC)(CCCC)CCCC,CS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.CS(=O)(=O)[O-],2.525,335.15,354.537
CCCCCC[n+]1cccc(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCC[n+]1cccc(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,2.517,329.15,349.496
CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-],CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],2.373,236.15,236.293
CC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.523,333.15,256.13
CC[n+]1ccn(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,2.509,323.15,282.365
CCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],2.455,285.15,230.783
CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC,O=C([O-])C(F)(F)F,CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC.O=C([O-])C(F)(F)F,2.447,280.15,457.574
CCCCCCCCCCCOC[N+](C)(C)CCO,N#C[N-]C#N,CCCCCCCCCCCOC[N+](C)(C)CCO.N#C[N-]C#N,2.452,283.15,340.512
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,O=[N+]([O-])[O-],CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=[N+]([O-])[O-],2.485,305.15,388.637
CCn1cc[n+](CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.419,262.15,405.342
CCCC[n+]1ccc(C)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCC[n+]1ccc(C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,2.512,325.15,321.442
CCCC[n+]1ccc(C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.464,291.15,430.392
Cc1cc(C)[nH+]c(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,Cc1cc(C)[nH+]c(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,2.607,404.15,293.388
CCCC[n+]1cccc(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCC[n+]1cccc(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,2.511,324.15,321.442
Cc1cc[n+](C)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,Cc1cc[n+](C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,2.629,425.15,279.361
CCCCCC[n+]1cccc2ccccc21,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.501,317.15,494.479
CC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.554,358.15,408.386
CCCC[N+]1(C)CCCCC1,N#C[S-],CCCC[N+]1(C)CCCCC1.N#C[S-],2.483,304.15,214.378
CCCCCC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,2.529,338.15,327.368
CCCC[N+]1(C)CCCC1,N#C[S-],CCCC[N+]1(C)CCCC1.N#C[S-],2.47,295.15,200.351
Nc1[nH]nn[n+]1N,[O-][Cl+3]([O-])([O-])[O-],Nc1[nH]nn[n+]1N.[O-][Cl+3]([O-])([O-])[O-],2.603,401.15,200.542
C[NH+]1C=CN(CCCc2ccccc2)C1,F[P-](F)(F)(F)(F)F,C[NH+]1C=CN(CCCc2ccccc2)C1.F[P-](F)(F)(F)(F)F,2.512,325.15,348.271
C[NH+]1C=CN(CCc2ccccc2)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+]1C=CN(CCc2ccccc2)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.492,310.15,469.429
C[NH+]1C=CN(CCCc2ccccc2)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+]1C=CN(CCCc2ccccc2)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.507,321.15,483.456
C[NH+]1C=CN(CCc2ccccc2)C1,F[P-](F)(F)(F)(F)F,C[NH+]1C=CN(CCc2ccccc2)C1.F[P-](F)(F)(F)(F)F,2.575,376.15,334.244
CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-],CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],2.43,269.15,250.32
Cn1nn[n+](N)c1N,O=[N+]([O-])[O-],Cn1nn[n+](N)c1N.O=[N+]([O-])[O-],2.596,394.15,177.124
CCCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.443,277.15,587.27
CCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.474,298.15,405.342
CN(C)C(=[NH2+])N(C)C,O=C([O-])C(F)(F)F,CN(C)C(=[NH2+])N(C)C.O=C([O-])C(F)(F)F,2.499,315.15,229.202
CN(C)C(=[NH2+])N(C)C,O=S(=O)([O-])C(F)(F)F,CN(C)C(=[NH2+])N(C)C.O=S(=O)([O-])C(F)(F)F,2.497,314.15,265.257
CN(C)C(=[NH2+])N(C)C,CC(O)C(=O)[O-],CN(C)C(=[NH2+])N(C)C.CC(O)C(=O)[O-],2.349,223.15,205.258
CCCC[P+](CCCC)(CCCC)CCCC,CC(C)C(N)C(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.CC(C)C(N)C(=O)[O-],2.476,299.15,375.578
CC[N+](C)(CC)CC,COS(=O)(=O)[O-],CC[N+](C)(CC)CC.COS(=O)(=O)[O-],2.486,306.15,227.326
CCCC[N+]1(CC)CCCC1,CCOS(=O)(=O)[O-],CCCC[N+]1(CC)CCCC1.CCOS(=O)(=O)[O-],2.513,326.15,281.418
CC[N+]1(C)CCCC1,CCOS(=O)(=O)[O-],CC[N+]1(C)CCCC1.CCOS(=O)(=O)[O-],2.474,298.15,239.337
CC[NH2+]CC,O=S(=O)([O-])O,CC[NH2+]CC.O=S(=O)([O-])O,2.549,354.15,171.218
C[NH+](C)C,O=S(=O)([O-])O,C[NH+](C)C.O=S(=O)([O-])O,2.604,402.15,157.191
C[NH+](C)C,O=P([O-])(O)O,C[NH+](C)C.O=P([O-])(O)O,2.59,389.15,157.106
[NH3+]CCO,O=C([O-])CO,[NH3+]CCO.O=C([O-])CO,2.579,379.15,137.135
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])O,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,2.48,302.15,236.293
CCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.398,250.15,475.477
C[NH2+]C,F[B-](F)(F)F,C[NH2+]C.F[B-](F)(F)F,2.574,375.15,132.897
CCCC[n+]1ccn(C)c1C,[Cl-],CCCC[n+]1ccn(C)c1C.[Cl-],2.564,366.15,188.702
CCC[N+](C)(CCC)CCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](C)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.504,319.15,438.456
CCC[NH+]1C(C)=CC(C)N1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[NH+]1C(C)=CC(C)N1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.463,290.15,435.412
CC[NH+]1C=CN(C)C1,Cl[Al-](Cl)(Cl)Cl,CC[NH+]1C=CN(C)C1.Cl[Al-](Cl)(Cl)Cl,2.446,279.15,281.978
C[NH+](C)N,[N-]=[N+]=[N-],C[NH+](C)N.[N-]=[N+]=[N-],2.493,311.15,103.129
CCCC[N+]1(C)CCCC1,N#C[B-](C#N)(C#N)C#N,CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N,2.467,293.15,257.15
CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,2.422,264.15,203.249
CCCC[N+]1(C)CCCC1,N#C[C-](C#N)C#N,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,2.425,266.15,232.331
CCCCCCCC[N+](CC)(CC)CC,F[Sb-](F)(F)(F)(F)F,CCCCCCCC[N+](CC)(CC)CC.F[Sb-](F)(F)(F)(F)F,2.541,347.15,450.165
CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.482,303.15,388.311
CCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.436,273.15,430.392
CC[n+]1ccccc1,N#C[N-]C#N,CC[n+]1ccccc1.N#C[N-]C#N,2.38,240.15,174.207
CCC[n+]1ccccc1,N#C[N-]C#N,CCC[n+]1ccccc1.N#C[N-]C#N,2.441,276.15,188.234
CCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.449,281.15,436.44
CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.441,276.15,450.467
CCCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.458,287.15,494.564
COCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.436,273.15,589.242
CCCCCC[N+]12CCN(CC1)CC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.49,309.15,477.493
CC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.446,279.15,398.347
C[N+](C)(C)CCO,CC(C)(C)C(=O)[O-],C[N+](C)(C)CCO.CC(C)(C)C(=O)[O-],2.567,369.15,205.298
CCCCCC=CCC=CCCCCCCCCN1C=C[NH+](C)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC=CCC=CCCCCCCCCN1C=C[NH+](C)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.354,226.15,613.731
CCCCCCCCC=CCCCCCCCCN1C=C[NH+](C)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCC=CCCCCCCCCN1C=C[NH+](C)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.461,289.15,615.747
CCCCCCCCC=CCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCC=CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.402,252.15,613.731
CCCc1ccc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCCc1ccc[n+](C)c1.F[P-](F)(F)(F)(F)F,2.493,311.15,281.18
CCC[N+]1(C)CCCC1,F[P-](F)(F)(F)(F)F,CCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,2.583,383.15,273.201
CC[n+]1ccn(C)c1,F[As-](F)(F)(F)(F)F,CC[n+]1ccn(C)c1.F[As-](F)(F)(F)(F)F,2.513,326.15,300.078
CC[NH+]1C=CN(C)C1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[NH+]1C=CN(C)C1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,2.494,312.15,524.405
CCCn1cc[n+](C)c1C,[Cl-],CCCn1cc[n+](C)c1C.[Cl-],2.614,411.15,174.675
CCCCCC[n+]1ccc2ccccc2c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.516,328.15,494.479
C[n+]1ccn(CC#N)c1,N#Cc1nc(C(F)(F)F)[n-]c1C#N,C[n+]1ccn(CC#N)c1.N#Cc1nc(C(F)(F)F)[n-]c1C#N,2.564,366.15,307.239
CCn1c(C)cc(C)[n+]1-c1ccccc1,CS(=O)(=O)[O-],CCn1c(C)cc(C)[n+]1-c1ccccc1.CS(=O)(=O)[O-],2.597,395.15,296.392
CCCCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,CCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,2.533,341.15,316.151
CCCn1c(C)cc(C)[n+]1-c1ccccc1,CS(=O)(=O)[O-],CCCn1c(C)cc(C)[n+]1-c1ccccc1.CS(=O)(=O)[O-],2.562,365.15,310.419
Cc1cc(C)[n+](-c2ccccc2)n1C,F[B-](F)(F)F,Cc1cc(C)[n+](-c2ccccc2)n1C.F[B-](F)(F)F,2.621,418.15,274.07
CCCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,CCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,2.548,353.15,302.124
CCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,CCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,2.587,386.15,288.097
CCCCCCCCCC[N+](CC)(CC)CCCCCCCCCC,[Br-],CCCCCCCCCC[N+](CC)(CC)CCCCCCCCCC.[Br-],2.503,318.15,434.591
CCCC[n+]1ccc(C)cc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccc(C)cc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.535,343.15,449.335
CCCC[n+]1ccc(C)cc1,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1ccc(C)cc1.O=S(=O)([O-])C(F)(F)F,2.493,311.15,299.314
CCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.485,305.15,494.42
CCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,2.444,278.15,344.399
CCCCCCCC[n+]1ccn(C)c1,N#C[N-]C#N,CCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,2.428,268.15,261.373
CCCCCCCC[n+]1cc(CC)ccc1C,[I-],CCCCCCCC[n+]1cc(CC)ccc1C.[I-],2.556,360.15,361.311
CCCC[n+]1cc(C)cc(C)c1,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cc(C)cc(C)c1.O=S(=O)([O-])C(F)(F)F,2.561,364.15,313.341
CCCCCCCC[n+]1cc(C)cc(C)c1,[I-],CCCCCCCC[n+]1cc(C)cc(C)c1.[I-],2.55,355.15,347.284
CCCC[n+]1cccc(C)c1C,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cccc(C)c1C.O=S(=O)([O-])C(F)(F)F,2.463,290.15,313.341
CCCC[n+]1cc(C)cc(C)c1C,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([O-])C(F)(F)F,2.541,347.15,327.368
CCCCCCCC[n+]1cc(C)cc(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([O-])C(F)(F)F,2.543,349.15,369.449
CCCC[n+]1cc(C)cc(C)c1,N#C[N-]C#N,CCCC[n+]1cc(C)cc(C)c1.N#C[N-]C#N,2.435,272.15,230.315
CCCCCCCC[n+]1cc(CC)ccc1C,N#C[N-]C#N,CCCCCCCC[n+]1cc(CC)ccc1C.N#C[N-]C#N,2.513,326.15,300.45
CCCC[n+]1cc(C)cc(C)c1,N#C[S-],CCCC[n+]1cc(C)cc(C)c1.N#C[S-],2.457,286.15,222.357
CCCCCCCC[n+]1cc(C)cc(C)c1,N#C[S-],CCCCCCCC[n+]1cc(C)cc(C)c1.N#C[S-],2.371,235.15,278.465
CCCCCCCC[n+]1cc(C)cc(C)c1C,N#C[S-],CCCCCCCC[n+]1cc(C)cc(C)c1C.N#C[S-],2.467,293.15,292.492
CCCCCCCC[n+]1cc(C)cc(C)c1,F[B-](F)(F)F,CCCCCCCC[n+]1cc(C)cc(C)c1.F[B-](F)(F)F,2.517,329.15,307.184
CCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],2.556,360.15,297.914
CCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCC[n+]1cccc(C)c1.[Cl-],2.547,352.15,241.806
CCCC[n+]1cccc(C)c1,[Cl-],CCCC[n+]1cccc(C)c1.[Cl-],2.585,384.15,185.698
CCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCC[n+]1cccc(C)c1.[Cl-],2.543,349.15,269.86
CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],2.586,385.15,382.076
CCCCCCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],2.583,383.15,354.022
CCCCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],2.566,368.15,325.968
CCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,2.377,238.15,372.531
CCCCCCCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,2.486,306.15,456.693
CCCCCCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,2.473,297.15,442.666
CCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,2.414,259.15,386.558
CCCCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,2.45,282.15,414.612
CCCCCCCCCCCC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,2.589,388.15,426.667
CCCCCCCCCCCCCCCC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,2.578,378.15,482.775
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=S(=O)([O-])NC1CCCCC1,2.509,323.15,504.866
CCCC[NH+]1C=CN(C)C1,O=S(=O)([O-])NC1CCCCC1,CCCC[NH+]1C=CN(C)C1.O=S(=O)([O-])NC1CCCCC1,2.538,345.15,319.471
CCCC[N+](C)(CCCC)CCCC,COS(=O)(=O)[O-],CCCC[N+](C)(CCCC)CCCC.COS(=O)(=O)[O-],2.525,335.15,311.488
CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],2.493,311.15,328.455
CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])O,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,2.649,445.15,339.542
CCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCC[n+]1cccc(C)c1.[Cl-],2.538,345.15,227.779
CCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCC[n+]1cccc(C)c1.[Cl-],2.528,337.15,255.833
CCCCC[n+]1cccc(C)c1,[Cl-],CCCCC[n+]1cccc(C)c1.[Cl-],2.562,365.15,199.725
CCC[n+]1cccc(C)c1,[Cl-],CCC[n+]1cccc(C)c1.[Cl-],2.562,365.15,171.671
CCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCC[n+]1cccc(C)c1.[Cl-],2.544,350.15,213.752
C=CC[n+]1cccc(C)c1,[Cl-],C=CC[n+]1cccc(C)c1.[Cl-],2.581,381.15,169.655
CC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.561,364.15,394.359
CC[N+]1(C)CCCC1,F[B-](F)(F)F,CC[N+]1(C)CCCC1.F[B-](F)(F)F,2.53,339.15,201.016
CCCC[N+]1(C)CCCC1,[Br-],CCCC[N+]1(C)CCCC1.[Br-],2.679,477.15,222.17
CCCCCCCCCCCCc1cc[nH+]cc1,[I-],CCCCCCCCCCCCc1cc[nH+]cc1.[I-],2.562,365.15,375.338
CCCCCCCCCCCCc1cc[nH+]cc1,[Cl-],CCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],2.599,397.15,283.887
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1,[I-],CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1.[I-],2.538,345.15,683.932
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1,[Cl-],CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1.[Cl-],2.528,337.15,592.481
CCCCCCCCCCCCc1cc[n+](C)cc1,[Cl-],CCCCCCCCCCCCc1cc[n+](C)cc1.[Cl-],2.511,324.15,297.914
CCCCCCCCCc1cc[nH+]cc1,[Cl-],CCCCCCCCCc1cc[nH+]cc1.[Cl-],2.593,392.15,241.806
CCCCCCCCCCCCc1cc[n+](C)cc1,[I-],CCCCCCCCCCCCc1cc[n+](C)cc1.[I-],2.587,386.15,389.365
CCCCCCCCCCCCc1cc[n+](C)cc1,[O-][Cl+3]([O-])([O-])[O-],CCCCCCCCCCCCc1cc[n+](C)cc1.[O-][Cl+3]([O-])([O-])[O-],2.564,366.15,361.91
