Cation_SMILES,Anion_SMILES,IL_SMILES,LOG10(MP)(K),MP(K),Molar mass(g/mol)
Cn1cc[n+](C)c1,O=C([O-])C(F)(F)F,Cn1cc[n+](C)c1.O=C([O-])C(F)(F)F,2.512,325.15,210.155
Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,2.46,288.15,233.952
Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,2.477,300.15,283.959
Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.454,284.15,333.966
Cn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.461,289.15,383.973
Cc1[nH+]ccn1C,[Cl-],Cc1[nH+]ccn1C.[Cl-],2.657,454.15,132.594
Cc1[nH+]ccn1C,[Br-],Cc1[nH+]ccn1C.[Br-],2.652,449.15,177.045
Cc1[nH+]ccn1C,[O-][Cl+3]([O-])([O-])[O-],Cc1[nH+]ccn1C.[O-][Cl+3]([O-])([O-])[O-],2.528,337.15,196.59
Cc1[nH+]ccn1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.47,295.15,377.288
Cc1[nH+]ccn1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.46,288.15,477.302
Cc1[nH+]ccn1C,O=[N+]([O-])[O-],Cc1[nH+]ccn1C.O=[N+]([O-])[O-],2.553,357.15,159.145
Cc1[nH+]ccn1C,O=S(=O)([O-])C(F)(F)F,Cc1[nH+]ccn1C.O=S(=O)([O-])C(F)(F)F,2.593,392.15,246.21
Cc1[nH+]ccn1C,F[P-](F)(F)(F)(F)F,Cc1[nH+]ccn1C.F[P-](F)(F)(F)(F)F,2.589,388.15,242.103
CC[n+]1ccn(C)c1,[Cl-],CC[n+]1ccn(C)c1.[Cl-],2.548,353.15,146.621
CC[n+]1ccn(C)c1,[I-],CC[n+]1ccn(C)c1.[I-],2.547,352.15,238.072
CC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,2.403,253.15,247.979
CC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,2.438,274.15,297.986
CC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.449,281.15,347.993
CC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.43,269.15,398
CC[n+]1ccn(C)c1,CCC[B-](F)(F)F,CC[n+]1ccn(C)c1.CCC[B-](F)(F)F,2.414,259.15,222.063
CC[n+]1ccn(C)c1,CCCC[B-](F)(F)F,CC[n+]1ccn(C)c1.CCCC[B-](F)(F)F,2.422,264.15,236.09
CC[n+]1ccn(C)c1,CCCCC[B-](F)(F)F,CC[n+]1ccn(C)c1.CCCCC[B-](F)(F)F,2.461,289.15,250.117
CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.41,257.15,391.315
CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.435,272.15,491.329
CC[n+]1ccn(C)c1,N#C[N-]C#N,CC[n+]1ccn(C)c1.N#C[N-]C#N,2.402,252.15,177.211
CC[n+]1ccn(C)c1,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.441,276.15,355.26
CC[n+]1ccn(C)c1,O=N[O-],CC[n+]1ccn(C)c1.O=N[O-],2.516,328.15,157.173
CC[n+]1ccn(C)c1,O=[N+]([O-])[O-],CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],2.493,311.15,173.172
CC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,2.415,260.15,291.301
CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.479,301.15,410.258
CC[n+]1ccn(C)c1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CC[n+]1ccn(C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,2.41,257.15,422.294
CC[n+]1ccn(C)c1,COS(=O)(=O)[O-],CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],2.444,278.15,222.266
CC[n+]1ccn(C)c1,O=S(=O)([O-])OC(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([O-])OC(F)(F)C(F)(F)F,2.318,208.15,326.243
CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.373,236.15,556.172
CC[n+]1ccn(C)c1,O=C([O-])C(F)(F)F,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,2.414,259.15,224.182
CC[n+]1ccn(C)c1,CC(=O)[O-],CC[n+]1ccn(C)c1.CC(=O)[O-],2.358,228.15,170.212
CC[n+]1ccn(C)c1,O=C([O-])c1ccccc1C(=O)O,CC[n+]1ccn(C)c1.O=C([O-])c1ccccc1C(=O)O,2.354,226.15,276.292
CC[n+]1ccn(C)c1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,2.494,312.15,522.389
CC[n+]1ccn(C)c1,N#C[C-](C#N)C#N,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,2.42,263.15,201.233
CC[n+]1ccn(C)c1,Cl[Al-](Cl)(Cl)Cl,CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,2.45,282.15,279.962
CC[n+]1ccn(C)c1,N#C[S-],CC[n+]1ccn(C)c1.N#C[S-],2.427,267.15,169.253
CCn1cc[nH+]c1C,[Cl-],CCn1cc[nH+]c1C.[Cl-],2.654,451.15,146.621
CCn1cc[nH+]c1C,[Br-],CCn1cc[nH+]c1C.[Br-],2.62,417.15,191.072
CCn1cc[nH+]c1C,[O-][Cl+3]([O-])([O-])[O-],CCn1cc[nH+]c1C.[O-][Cl+3]([O-])([O-])[O-],2.447,280.15,210.617
CCn1cc[nH+]c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCn1cc[nH+]c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.405,254.15,491.329
CCn1cc[nH+]c1C,O=[N+]([O-])[O-],CCn1cc[nH+]c1C.O=[N+]([O-])[O-],2.542,348.15,173.172
CCn1cc[nH+]c1C,O=S(=O)([O-])C(F)(F)F,CCn1cc[nH+]c1C.O=S(=O)([O-])C(F)(F)F,2.486,306.15,260.237
Cn1cc[n+](CC(F)(F)F)c1,O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](CC(F)(F)F)c1.O=S(=O)([O-])C(F)(F)F,2.503,318.15,314.207
CCn1cc[n+](CC)c1,O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,2.472,296.15,274.264
CCC[n+]1ccn(C)c1,[Cl-],CCC[n+]1ccn(C)c1.[Cl-],2.523,333.15,160.648
CCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,2.408,256.15,211.999
CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,2.402,252.15,262.006
CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,2.364,231.15,312.013
CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.428,268.15,362.02
CCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.417,261.15,412.027
CCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.487,307.15,424.285
CCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.496,313.15,270.157
CC(C)[n+]1ccn(C)c1,[I-],CC(C)[n+]1ccn(C)c1.[I-],2.588,387.15,252.099
CC(C)[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.461,289.15,405.342
CC(C)[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.48,302.15,705.384
CC(C)[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CC(C)[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.574,375.15,270.157
COCC[n+]1ccn(C)c1,[Cl-],COCC[n+]1ccn(C)c1.[Cl-],2.532,340.15,176.647
COCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,COCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,2.44,275.15,278.005
COCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,COCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,2.422,264.15,328.012
COCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,COCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,2.477,300.15,290.263
COCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,COCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.476,299.15,286.156
CCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.577,377.15,1002.434
CCCC[n+]1ccn(C)c1,C[Si](C)(CCC(F)(F)F)c1ccc([B-](c2ccc([Si](C)(C)CCC(F)(F)F)cc2)(c2ccc([Si](C)(C)CCC(F)(F)F)cc2)c2ccc([Si](C)(C)CCC(F)(F)F)cc2)cc1,CCCC[n+]1ccn(C)c1.C[Si](C)(CCC(F)(F)F)c1ccc([B-](c2ccc([Si](C)(C)CCC(F)(F)F)cc2)(c2ccc([Si](C)(C)CCC(F)(F)F)cc2)c2ccc([Si](C)(C)CCC(F)(F)F)cc2)cc1,2.577,377.15,1075.286
CCCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,2.364,231.15,326.04
CCCC[n+]1ccn(C)c1,CC(CC#N)[B-](F)(F)F,CCCC[n+]1ccn(C)c1.CC(CC#N)[B-](F)(F)F,2.275,188.15,275.127
CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.422,264.15,419.369
CCCC[n+]1ccn(C)c1,N#C[N-]C#N,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,2.427,267.15,205.265
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,2.461,289.15,288.291
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.467,293.15,438.312
CCCC[n+]1ccn(C)c1,CCCCCOS(=O)(=O)[O-],CCCC[n+]1ccn(C)c1.CCCCCOS(=O)(=O)[O-],2.408,256.15,306.428
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,2.412,258.15,396.378
CCCC[n+]1ccn(C)c1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,2.327,212.15,450.348
CCCC[n+]1ccn(C)c1,CC(=O)[O-],CCCC[n+]1ccn(C)c1.CC(=O)[O-],2.403,253.15,198.266
CCCC[n+]1ccn(C)c1,Cl[Al-](Cl)(Cl)Cl,CCCC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,2.42,263.15,308.016
CCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.55,355.15,1016.461
CCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.422,264.15,433.396
CCCCC[n+]1ccn(C)c1,O=C1[N-]S(=O)(=O)c2ccccc21,CCCCC[n+]1ccn(C)c1.O=C1[N-]S(=O)(=O)c2ccccc21,2.528,337.15,335.429
CCCC[n+]1ccn(CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.423,265.15,433.396
CCCC[n+]1ccn(CC)c1,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,2.44,275.15,302.318
CCCC[n+]1ccn(CC)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.469,294.15,452.339
CCCC[n+]1ccn(CC)c1,O=C([O-])C(F)(F)F,CCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,2.368,233.15,266.263
CCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCC[n+]1ccn(C)c1.[Cl-],2.297,198.15,202.729
CCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.55,355.15,1030.488
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,2.42,263.15,354.094
CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.425,266.15,447.423
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,2.48,302.15,316.345
CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.349,223.15,612.28
Cn1cc[n+](CC(=O)c2ccccc2)c1,[Br-],Cn1cc[n+](CC(=O)c2ccccc2)c1.[Br-],2.508,322.15,281.153
CCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.534,342.15,1044.515
CCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.447,280.15,461.45
CCCCn1cc[n+](CCCC)c1,[Cl-],CCCCn1cc[n+](CCCC)c1.[Cl-],2.516,328.15,216.756
Cn1cc[n+](Cc2ccccc2)c1,[Br-],Cn1cc[n+](Cc2ccccc2)c1.[Br-],2.601,399.15,253.143
Cn1cc[n+](Cc2ccccc2)c1,O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)F,2.477,300.15,322.308
Cn1cc[n+](Cc2ccccc2)c1,F[P-](F)(F)(F)(F)F,Cn1cc[n+](Cc2ccccc2)c1.F[P-](F)(F)(F)(F)F,2.605,403.15,318.201
COc1ccc(-[n+]2ccn(C)c2)cc1,O=S(=O)([O-])C(F)(F)F,COc1ccc(-[n+]2ccn(C)c2)cc1.O=S(=O)([O-])C(F)(F)F,2.503,318.15,338.307
CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.542,348.15,1058.542
CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.368,233.15,340.292
Cn1cc[n+](CCc2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.492,310.15,467.413
Cn1cc[n+](CCc2ccccc2)c1,F[P-](F)(F)(F)(F)F,Cn1cc[n+](CCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,2.575,376.15,332.228
CCCCCCCOC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCOC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.493,311.15,356.291
CCCCOC[n+]1ccn(COCCC)c1,F[P-](F)(F)(F)(F)F,CCCCOC[n+]1ccn(COCCC)c1.F[P-](F)(F)(F)(F)F,2.507,321.15,372.29
CCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.458,287.15,354.319
CCCCCCCC[n+]1ccn(CC)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCCCC[n+]1ccn(CC)c1.Cc1ccc(S(=O)(=O)[O-])cc1,2.535,343.15,380.554
Cn1cc[n+](CCCc2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.507,321.15,481.44
Cn1cc[n+](CCCc2ccccc2)c1,F[P-](F)(F)(F)(F)F,Cn1cc[n+](CCCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,2.512,325.15,346.255
CCCCOCn1cc[n+](COCCCC)c1,F[P-](F)(F)(F)(F)F,CCCCOCn1cc[n+](COCCCC)c1.F[P-](F)(F)(F)(F)F,2.519,330.15,386.317
CCCCCCCC[n+]1ccn(CCC)c1,F[P-](F)(F)(F)(F)F,CCCCCCCC[n+]1ccn(CCC)c1.F[P-](F)(F)(F)(F)F,2.386,243.15,368.346
CCCCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],2.493,311.15,258.837
CCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.554,358.15,1086.596
CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.433,271.15,503.531
CCCCCCCCCC[n+]1ccn(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCCCCCC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,2.547,352.15,394.581
CCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.485,305.15,368.346
CCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,2.469,294.15,324.215
CCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],2.568,370.15,286.891
CCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],2.428,268.15,331.342
CCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,2.487,307.15,338.242
CCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.463,290.15,531.585
CCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,2.496,313.15,400.507
CCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.523,333.15,396.4
CCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2.538,345.15,1114.65
CCCCCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,CCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,2.508,322.15,352.269
CCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],2.466,292.15,314.945
CCCCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],2.515,327.15,359.396
CCCCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,2.493,311.15,366.296
