Cation_SMILES,Anion_SMILES,IL_SMILES,Pressure(bar),Temperature(K),LOG10(VISCOSITY)(mPa.s),Molar mass(g/mol)
CCCC[n+]1cccc(c1)C#N,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1)C#N.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,338,1.94,441.375
CCCC[n+]1cccc(c1)C#N,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1)C#N.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,343,1.83,441.375
CCCC[n+]1cccc(c1)C#N,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1)C#N.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,348,1.74,441.375
CCCC[n+]1cccc(c1)C#N,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1)C#N.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,353,1.66,441.375
CCCC[n+]1cccc(c1)C#N,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1)C#N.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,358,1.59,441.375
CCCC[n+]1cccc(c1)C#N,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1)C#N.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,363,1.52,441.375
CCCC[n+]1cccc(c1C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,273,2.57,444.419
CCCC[n+]1cccc(c1C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,283,2.27,444.419
CCCC[n+]1cccc(c1C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,2.02,444.419
CCCC[n+]1cccc(c1C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,303,1.79,444.419
CCCC[n+]1cccc(c1C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,313,1.59,444.419
CCCC[n+]1cccc(c1C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,323,1.41,444.419
CCCC[n+]1cccc(c1C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(c1C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,333,1.28,444.419
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,303,1.54,305.012
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,308,1.45,305.012
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,313,1.4,305.012
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,318,1.33,305.012
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,323,1.29,305.012
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,328,1.24,305.012
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,333,1.2,305.012
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,338,1.17,305.012
CCCC[n+]1ccccc1,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccccc1.[Al-](Cl)(Cl)(Cl)Cl,1,343,1.13,305.012
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,283,2.67,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,288,2.5,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,293,2.35,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,298,2.21,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,303,2.09,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,308,1.97,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,313,1.85,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,318,1.75,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,323,1.65,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,328,1.57,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,333,1.49,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,338,1.42,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,343,1.35,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,348,1.27,223.022
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,1,353,1.2,223.022
CCCC[n+]1ccccc1,FC(COS(=O)(=O)[O-])(C(C(C(F)F)(F)F)(F)F)F,CCCC[n+]1ccccc1.FC(COS(=O)(=O)[O-])(C(C(C(F)F)(F)F)(F)F)F,1,298,3.28,447.344
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,1.88,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.78,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,303,1.69,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,308,1.6,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,313,1.52,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,318,1.44,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,323,1.37,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,328,1.3,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,333,1.24,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,338,1.18,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,343,1.13,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,348,1.07,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,353,1.02,416.365
CCCC[n+]1ccccc1,FC(S(=O)(=O)[O-])(F)F,CCCC[n+]1ccccc1.FC(S(=O)(=O)[O-])(F)F,1,308,1.93,285.287
CCCC[n+]1cccn1C,C(#N)[N-]C#N,CCCC[n+]1cccn1C.C(#N)[N-]C#N,1,298,1.48,205.265
CCCC[n+]1cccn1C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccn1C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,278,2.33,419.369
CCCC[n+]1cccn1C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccn1C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,283,2.19,419.369
CCCC[n+]1cccn1C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccn1C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,288,2.06,419.369
CCCC[n+]1cccn1C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccn1C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,1.94,419.369
CCCC[n+]1cccn1C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccn1C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.85,419.369
CCCC[n+]1cccn1C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccn1C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,303,1.74,419.369
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,293,1.53,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,298,1.46,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,303,1.4,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,308,1.33,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,313,1.27,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,318,1.21,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,323,1.16,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,328,1.11,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,333,1.05,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,338,1,308.016
CCCC[n+]1ccn(c1)C,[Al-](Cl)(Cl)(Cl)Cl,CCCC[n+]1ccn(c1)C.[Al-](Cl)(Cl)(Cl)Cl,1,343,0.94,308.016
CCCC[n+]1ccn(c1)C,[Br-],CCCC[n+]1ccn(c1)C.[Br-],1,298,3.17,219.126
CCCC[n+]1ccn(c1)C,[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC[n+]1ccn(c1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,1,298,2.43,550.443
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,278,1.88,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,283,1.76,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,288,1.64,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,293,1.53,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,298,1.44,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,303,1.35,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,308,1.27,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,313,1.19,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,318,1.12,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,323,1.06,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,328,1,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,333,0.94,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,338,0.89,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,343,0.84,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,348,0.79,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,353,0.75,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,358,0.71,179.267
CCCC[n+]1ccn(c1)C,[CH2-]C#N,CCCC[n+]1ccn(c1)C.[CH2-]C#N,1,363,0.67,179.267
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,323,2.86,174.675
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,303,3.6,174.675
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,318,3.02,174.675
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,338,2.45,174.675
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,357,2,174.675
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,377,1.62,174.675
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,353,2.15,174.675
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,373,1.83,174.675
CCCC[n+]1ccn(c1)C,[Cl-],CCCC[n+]1ccn(c1)C.[Cl-],1,393,1.49,174.675
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,299,2.75,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,304,2.63,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,308,2.51,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,313,2.34,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,318,2.22,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,323,2.11,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,328,2,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,333,1.89,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,338,1.8,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,343,1.71,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,348,1.63,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,353,1.54,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,358,1.46,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,363,1.4,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,368,1.33,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,373,1.29,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,378,1.24,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,383,1.16,266.126
CCCC[n+]1ccn(c1)C,[I-],CCCC[n+]1ccn(c1)C.[I-],1,388,1.1,266.126
CCCC[n+]1ccn(c1)C,[N-]1C=NC=C1,CCCC[n+]1ccn(c1)C.[N-]1C=NC=C1,1,313,2.15,206.293
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,283,2.65,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,288,2.49,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,293,2.35,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,298,2.22,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,303,2.1,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,308,1.99,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,313,1.92,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,318,1.74,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,323,1.65,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,328,1.56,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,333,1.49,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,338,1.41,201.226
CCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,343,1.35,201.226
CCCC[n+]1ccn(c1)C,[O-]C(=O)[C@@H](N)C,CCCC[n+]1ccn(c1)C.[O-]C(=O)[C@@H](N)C,1,298,1.89,227.308
CCCC[n+]1ccn(c1)C,[O-]C(=O)[C@@H](N)C,CCCC[n+]1ccn(c1)C.[O-]C(=O)[C@@H](N)C,1,303,1.78,227.308
CCCC[n+]1ccn(c1)C,[O-]C(=O)[C@@H](N)C,CCCC[n+]1ccn(c1)C.[O-]C(=O)[C@@H](N)C,1,308,1.67,227.308
CCCC[n+]1ccn(c1)C,[O-]C(=O)[C@@H](N)C,CCCC[n+]1ccn(c1)C.[O-]C(=O)[C@@H](N)C,1,313,1.58,227.308
CCCC[n+]1ccn(c1)C,[O-]C(=O)C(C(C(F)(F)F)(F)F)(F)F,CCCC[n+]1ccn(c1)C.[O-]C(=O)C(C(C(F)(F)F)(F)F)(F)F,1,293,2.26,352.25
CCCC[n+]1ccn(c1)C,[O-]C(=O)CC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CC,1,303,2.51,212.293
CCCC[n+]1ccn(c1)C,[O-]C(=O)CC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CC,1,313,2.23,212.293
CCCC[n+]1ccn(c1)C,[O-]C(=O)CC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CC,1,323,2,212.293
CCCC[n+]1ccn(c1)C,[O-]C(=O)CC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CC,1,333,1.79,212.293
CCCC[n+]1ccn(c1)C,[O-]C(=O)CC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CC,1,343,1.61,212.293
CCCC[n+]1ccn(c1)C,[O-]C(=O)CCC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CCC,1,303,2.56,226.32
CCCC[n+]1ccn(c1)C,[O-]C(=O)CCC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CCC,1,313,2.29,226.32
CCCC[n+]1ccn(c1)C,[O-]C(=O)CCC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CCC,1,323,2.05,226.32
CCCC[n+]1ccn(c1)C,[O-]C(=O)CCC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CCC,1,333,1.84,226.32
CCCC[n+]1ccn(c1)C,[O-]C(=O)CCC,CCCC[n+]1ccn(c1)C.[O-]C(=O)CCC,1,343,1.66,226.32
CCCC[n+]1ccn(c1)C,[O-]C(=O)CN,CCCC[n+]1ccn(c1)C.[O-]C(=O)CN,1,298,1.82,213.281
CCCC[n+]1ccn(c1)C,[O-]C(=O)CN,CCCC[n+]1ccn(c1)C.[O-]C(=O)CN,1,303,1.72,213.281
CCCC[n+]1ccn(c1)C,[O-]C(=O)CN,CCCC[n+]1ccn(c1)C.[O-]C(=O)CN,1,308,1.6,213.281
CCCC[n+]1ccn(c1)C,[O-]C(=O)CN,CCCC[n+]1ccn(c1)C.[O-]C(=O)CN,1,313,1.46,213.281
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,293,2.14,232.327
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,303,1.92,232.327
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,313,1.74,232.327
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,323,1.55,232.327
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,333,1.39,232.327
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,343,1.24,232.327
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,353,1.09,232.327
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,363,0.99,232.327
CCCC[n+]1ccn(c1)C,[O-]c1ccccc1,CCCC[n+]1ccn(c1)C.[O-]c1ccccc1,1,373,0.86,232.327
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,283,2.05,197.307
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,288,1.93,197.307
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,293,1.82,197.307
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,298,1.71,197.307
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,303,1.61,197.307
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,308,1.52,197.307
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,313,1.43,197.307
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,318,1.36,197.307
CCCC[n+]1ccn(c1)C,[S-]C#N,CCCC[n+]1ccn(c1)C.[S-]C#N,1,323,1.28,197.307
