Cation_SMILES,Anion_SMILES,IL_SMILES,Pressure(bar),Temperature(K),LOG10(VISCOSITY)(mPa.s),Molar mass(g/mol)
CCCC[P+](CC)(CC)CC,CC1=N[N-]C(=C1)C(F)(F)F,CCCC[P+](CC)(CC)CC.CC1=N[N-]C(=C1)C(F)(F)F,1,293,2.21,324.371
CCCC[P+](CC)(CC)CC,CC1=N[N-]C(=C1)C(F)(F)F,CCCC[P+](CC)(CC)CC.CC1=N[N-]C(=C1)C(F)(F)F,1,298,2.08,324.371
CCCC[P+](CC)(CC)CC,CC1=N[N-]C(=C1)C(F)(F)F,CCCC[P+](CC)(CC)CC.CC1=N[N-]C(=C1)C(F)(F)F,1,303,1.95,324.371
CCCC[P+](CC)(CC)CC,CC1=N[N-]C(=C1)C(F)(F)F,CCCC[P+](CC)(CC)CC.CC1=N[N-]C(=C1)C(F)(F)F,1,313,1.72,324.371
CCCC[P+](CC)(CC)CC,CC1=N[N-]C(=C1)C(F)(F)F,CCCC[P+](CC)(CC)CC.CC1=N[N-]C(=C1)C(F)(F)F,1,323,1.53,324.371
CCCC[P+](CC)(CC)CC,CC1=N[N-]C(=C1)C(F)(F)F,CCCC[P+](CC)(CC)CC.CC1=N[N-]C(=C1)C(F)(F)F,1,333,1.41,324.371
CCCC[P+](CC)(CC)CC,CC1=N[N-]C(=C1)C(F)(F)F,CCCC[P+](CC)(CC)CC.CC1=N[N-]C(=C1)C(F)(F)F,1,343,1.26,324.371
CCCC[P+](CC)(CC)CC,FC(C1=N[N-]C=C1)(F)F,CCCC[P+](CC)(CC)CC.FC(C1=N[N-]C=C1)(F)F,1,283,2.13,310.344
CCCC[P+](CC)(CC)CC,FC(C1=N[N-]C=C1)(F)F,CCCC[P+](CC)(CC)CC.FC(C1=N[N-]C=C1)(F)F,1,293,1.92,310.344
CCCC[P+](CC)(CC)CC,FC(C1=N[N-]C=C1)(F)F,CCCC[P+](CC)(CC)CC.FC(C1=N[N-]C=C1)(F)F,1,298,1.81,310.344
CCCC[P+](CC)(CC)CC,FC(C1=N[N-]C=C1)(F)F,CCCC[P+](CC)(CC)CC.FC(C1=N[N-]C=C1)(F)F,1,303,1.7,310.344
CCCC[P+](CC)(CC)CC,FC(C1=N[N-]C=C1)(F)F,CCCC[P+](CC)(CC)CC.FC(C1=N[N-]C=C1)(F)F,1,313,1.49,310.344
CCCC[P+](CC)(CC)CC,FC(C1=N[N-]C=C1)(F)F,CCCC[P+](CC)(CC)CC.FC(C1=N[N-]C=C1)(F)F,1,323,1.34,310.344
CCCC[P+](CC)(CC)CC,FC(C1=N[N-]C=C1)(F)F,CCCC[P+](CC)(CC)CC.FC(C1=N[N-]C=C1)(F)F,1,333,1.18,310.344
CCCC[P+](CC)(CC)CC,FC(C1=N[N-]C=C1)(F)F,CCCC[P+](CC)(CC)CC.FC(C1=N[N-]C=C1)(F)F,1,343,1.04,310.344
CCCC[P+](CC)(CC)CC,FS(=O)(=O)[N-]S(F)(=O)=O,CCCC[P+](CC)(CC)CC.FS(=O)(=O)[N-]S(F)(=O)=O,1,298,1.79,355.409
CCCC[P+](CCCC)(CCCC)CC(=O)OCC,C(C)C(COC(C(CC(=O)OCC(CCCC)CC)S(=O)(=O)[O-])=O)CCCC,CCCC[P+](CCCC)(CCCC)CC(=O)OCC.C(C)C(COC(C(CC(=O)OCC(CCCC)CC)S(=O)(=O)[O-])=O)CCCC,1,298,3.59,710.996
CCCC[P+](CCCC)(CCCC)CCO,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[P+](CCCC)(CCCC)CCO.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,2.38,527.53
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,293,2.38,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,295,2.27,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,297,2.18,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,299,2.13,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,301,2.08,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,303,2.02,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,305,1.98,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,307,1.94,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,309,1.9,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,311,1.86,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,313,1.84,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,318,1.82,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,323,1.73,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,328,1.64,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,333,1.56,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,338,1.49,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,343,1.42,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,348,1.36,290.134
CCCC[PH+](CCCC)CCCC,F[B-](F)(F)F,CCCC[PH+](CCCC)CCCC.F[B-](F)(F)F,1,353,1.3,290.134
CCCC[S@@+](CC)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S@@+](CC)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.7,413.427
CCCC[S+](C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+](C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.82,399.4
CCCC[S+](CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+](CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.62,427.454
CCCC[S+](CCCC)C,C(#N)[N-]C#N,CCCC[S+](CCCC)C.C(#N)[N-]C#N,1,253,2.71,227.377
CCCC[S+](CCCC)C,C(#N)[N-]C#N,CCCC[S+](CCCC)C.C(#N)[N-]C#N,1,273,2.23,227.377
CCCC[S+](CCCC)C,C(#N)[N-]C#N,CCCC[S+](CCCC)C.C(#N)[N-]C#N,1,293,1.78,227.377
CCCC[S+](CCCC)C,C(#N)[N-]C#N,CCCC[S+](CCCC)C.C(#N)[N-]C#N,1,313,1.44,227.377
CCCC[S+](CCCC)C,C(#N)[N-]C#N,CCCC[S+](CCCC)C.C(#N)[N-]C#N,1,333,1.19,227.377
CCCC[S+](CCCC)C,C(#N)[N-]C#N,CCCC[S+](CCCC)C.C(#N)[N-]C#N,1,353,0.99,227.377
CCCC[S+](CCCC)CC,C(#N)[N-]C#N,CCCC[S+](CCCC)CC.C(#N)[N-]C#N,1,253,2.69,241.404
CCCC[S+](CCCC)CC,C(#N)[N-]C#N,CCCC[S+](CCCC)CC.C(#N)[N-]C#N,1,273,2.16,241.404
CCCC[S+](CCCC)CC,C(#N)[N-]C#N,CCCC[S+](CCCC)CC.C(#N)[N-]C#N,1,293,1.71,241.404
CCCC[S+](CCCC)CC,C(#N)[N-]C#N,CCCC[S+](CCCC)CC.C(#N)[N-]C#N,1,313,1.39,241.404
CCCC[S+](CCCC)CC,C(#N)[N-]C#N,CCCC[S+](CCCC)CC.C(#N)[N-]C#N,1,333,1.15,241.404
CCCC[S+](CCCC)CC,C(#N)[N-]C#N,CCCC[S+](CCCC)CC.C(#N)[N-]C#N,1,353,0.94,241.404
CCCC[S+](CCCC)CCCC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+](CCCC)CCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.88,483.562
CCCC[S+]1CCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+]1CCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,278,2.45,425.438
CCCC[S+]1CCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+]1CCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,283,2.31,425.438
CCCC[S+]1CCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+]1CCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,288,2.18,425.438
CCCC[S+]1CCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+]1CCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,2.07,425.438
CCCC[S+]1CCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+]1CCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,1.96,425.438
CCCC[S+]1CCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+]1CCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,303,1.86,425.438
CCCC[S+]1CCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[S+]1CCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,308,1.77,425.438
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,293,2.94,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,298,2.76,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,303,2.6,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,308,2.44,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,313,2.3,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,318,2.18,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,323,2.03,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,328,1.92,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,333,1.81,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,338,1.71,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,343,1.59,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,348,1.49,286.338
CCCCC(CC)CNCC[NH3+],FC(C(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(C(=O)[O-])(F)F,1,353,1.4,286.338
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,293,3.13,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,298,2.94,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,303,2.77,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,308,2.61,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,313,2.46,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,318,2.32,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,323,2.19,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,328,2.06,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,333,1.95,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,338,1.85,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,343,1.75,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,348,1.64,322.393
CCCCC(CC)CNCC[NH3+],FC(S(=O)(=O)[O-])(F)F,CCCCC(CC)CNCC[NH3+].FC(S(=O)(=O)[O-])(F)F,1,353,1.55,322.393
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,280,2.88,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,283,2.8,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,288,2.66,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,2.52,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,2.39,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,303,2.26,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,313,2.05,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,323,1.87,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,333,1.71,611.715
CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC/C=C/C/C=C/CCCCCCCC[n+]1ccn(c1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,343,1.56,611.715
CCCCC[N+](=C(N(C)C)N(C)C)CCCCC,C(#N)[C-](C#N)C#N,CCCCC[N+](=C(N(C)C)N(C)C)CCCCC.C(#N)[C-](C#N)C#N,1,298,1.94,346.523
CCCCC[N+](C)(C)CCO,C[C@@H](O)[C@H](N)C([O-])=O,CCCCC[N+](C)(C)CCO.C[C@@H](O)[C@H](N)C([O-])=O,1,313,3.59,278.393
CCCCC[N+](C)(C)CCO,C[C@@H](O)[C@H](N)C([O-])=O,CCCCC[N+](C)(C)CCO.C[C@@H](O)[C@H](N)C([O-])=O,1,333,2.91,278.393
CCCCC[N+](C)(C)CCO,C[C@@H](O)[C@H](N)C([O-])=O,CCCCC[N+](C)(C)CCO.C[C@@H](O)[C@H](N)C([O-])=O,1,353,2.39,278.393
CCCCC[N+](CC(=O)OCC)(C)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC(=O)OCC)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,308,2.16,482.465
CCCCC[N+](CC)(CC)CC,C(#N)[N-]C#N,CCCCC[N+](CC)(CC)CC.C(#N)[N-]C#N,1,298,2.08,238.379
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,2.21,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,303,2.08,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,308,1.96,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,313,1.86,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,318,1.76,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,323,1.67,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,328,1.58,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,333,1.5,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,338,1.42,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,343,1.35,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,348,1.28,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,353,1.22,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,358,1.17,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,363,1.11,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,368,1.06,452.483
CCCCC[N+](CC)(CC)CC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CC)(CC)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,373,1.01,452.483
CCCCC[N+](CCCCC)(CCCCC)CCCCC,FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+](CCCCC)(CCCCC)CCCCC.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,1,298,2.59,542.671
CCCCC[N+](CCCCC)(CCCCC)CCCCC,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCC[N+](CCCCC)(CCCCC)CCCCC.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1,298,2.81,628.733
CCCCC[N+](CCCCC)(CCCCC)CCCCC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+](CCCCC)(CCCCC)CCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,298,2.74,578.726
CCCCC[N+]1(C)CCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+]1(C)CCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,303,1.81,436.44
CCCCC[N+]1(C)CCCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+]1(C)CCCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,2.45,450.467
CCCCC[N+]1(C)CCOCC1,C(#N)[N-]C#N,CCCCC[N+]1(C)CCOCC1.C(#N)[N-]C#N,1,298,2.71,238.335
CCCCC[N+]1(C)CCOCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+]1(C)CCOCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,2.97,452.439
CCCCC[N+]1(CC)CCCCC1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCCC[N+]1(CC)CCCCC1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,1,293,2.45,464.494
CCCCC[n+]1ccn(c1)C,[N+](=O)([O-])[O-],CCCCC[n+]1ccn(c1)C.[N+](=O)([O-])[O-],1,297,2.41,215.253
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,288,2.25,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,293,2.14,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,298,2.04,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,303,1.93,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,308,1.82,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,313,1.73,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,318,1.63,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,323,1.52,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,328,1.43,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,333,1.33,214.265
CCCCC[n+]1ccn(c1)C,C([O-])(O)=O,CCCCC[n+]1ccn(c1)C.C([O-])(O)=O,1,338,1.25,214.265
