Cation_SMILES,Anion_SMILES,IL_SMILES,MP(K),LOG10(MP)(K),Molar mass(g/mol)
CCCCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,CCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,341.15,2.533,316.151
CCCn1c(C)cc(C)[n+]1-c1ccccc1,CS(=O)(=O)[O-],CCCn1c(C)cc(C)[n+]1-c1ccccc1.CS(=O)(=O)[O-],365.15,2.562,310.419
Cc1cc(C)[n+](-c2ccccc2)n1C,F[B-](F)(F)F,Cc1cc(C)[n+](-c2ccccc2)n1C.F[B-](F)(F)F,418.15,2.621,274.07
CCCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,CCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,353.15,2.548,302.124
CCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,CCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,386.15,2.587,288.097
CCCCCCCCCC[N+](CC)(CC)CCCCCCCCCC,[Br-],CCCCCCCCCC[N+](CC)(CC)CCCCCCCCCC.[Br-],318.15,2.503,434.591
CCCCCCCCCCCC[N+](C)(C)C,[Br-],CCCCCCCCCCCC[N+](C)(C)C.[Br-],538.15,2.731,308.348
CCCCCCCCCCCCCCCC[N+](C)(C)C,[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],520.15,2.716,364.456
CCCC[n+]1ccc(C)cc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccc(C)cc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,343.15,2.535,449.335
CCCC[n+]1ccc(C)cc1,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1ccc(C)cc1.O=S(=O)([O-])C(F)(F)F,311.15,2.493,299.314
CCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,305.15,2.485,494.42
CCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,278.15,2.444,344.399
CCCCCCCC[n+]1ccn(C)c1,N#C[N-]C#N,CCCCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,268.15,2.428,261.373
CCCCCCCC[n+]1cc(CC)ccc1C,[I-],CCCCCCCC[n+]1cc(CC)ccc1C.[I-],360.15,2.556,361.311
CCCC[n+]1cc(C)cc(C)c1,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cc(C)cc(C)c1.O=S(=O)([O-])C(F)(F)F,364.15,2.561,313.341
CCCCCCCC[n+]1cc(C)cc(C)c1,[I-],CCCCCCCC[n+]1cc(C)cc(C)c1.[I-],355.15,2.55,347.284
CCCC[n+]1cccc(C)c1C,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cccc(C)c1C.O=S(=O)([O-])C(F)(F)F,290.15,2.463,313.341
CCCC[n+]1cc(C)cc(C)c1C,O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([O-])C(F)(F)F,347.15,2.541,327.368
CCCCCCCC[n+]1cc(C)cc(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([O-])C(F)(F)F,349.15,2.543,369.449
CCCC[n+]1cc(C)cc(C)c1,N#C[N-]C#N,CCCC[n+]1cc(C)cc(C)c1.N#C[N-]C#N,272.15,2.435,230.315
CCCCCCCC[n+]1cc(CC)ccc1C,N#C[N-]C#N,CCCCCCCC[n+]1cc(CC)ccc1C.N#C[N-]C#N,326.15,2.513,300.45
CCCC[n+]1cc(C)cc(C)c1,N#C[S-],CCCC[n+]1cc(C)cc(C)c1.N#C[S-],286.15,2.457,222.357
CCCCCCCC[n+]1cc(C)cc(C)c1,N#C[S-],CCCCCCCC[n+]1cc(C)cc(C)c1.N#C[S-],235.15,2.371,278.465
CCCCCCCC[n+]1cc(C)cc(C)c1C,N#C[S-],CCCCCCCC[n+]1cc(C)cc(C)c1C.N#C[S-],293.15,2.467,292.492
CCCCCCCC[n+]1cc(C)cc(C)c1,F[B-](F)(F)F,CCCCCCCC[n+]1cc(C)cc(C)c1.F[B-](F)(F)F,329.15,2.517,307.184
CCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],360.15,2.556,297.914
CCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCC[n+]1cccc(C)c1.[Cl-],352.15,2.547,241.806
CCCC[n+]1cccc(C)c1,[Cl-],CCCC[n+]1cccc(C)c1.[Cl-],384.15,2.585,185.698
CCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCC[n+]1cccc(C)c1.[Cl-],349.15,2.543,269.86
CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],385.15,2.586,382.076
CCCCCCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],383.15,2.583,354.022
CCCCCCCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],368.15,2.566,325.968
CCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,238.15,2.377,372.531
CCCCCCCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,306.15,2.486,456.693
CCCCCCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,297.15,2.473,442.666
CCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,259.15,2.414,386.558
CCCCCCCCCOC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,282.15,2.45,414.612
CCCCCCCCCCCC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,388.15,2.589,426.667
CCCCCCCCCCCCCCCC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,378.15,2.578,482.775
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=S(=O)([O-])NC1CCCCC1,323.15,2.509,504.866
CCCC[NH+]1C=CN(C)C1,O=S(=O)([O-])NC1CCCCC1,CCCC[NH+]1C=CN(C)C1.O=S(=O)([O-])NC1CCCCC1,345.15,2.538,319.471
CCCC[N+](C)(CCCC)CCCC,COS(=O)(=O)[O-],CCCC[N+](C)(CCCC)CCCC.COS(=O)(=O)[O-],335.15,2.525,311.488
CCCC[P+](C)(CCCC)CCCC,COS(=O)(=O)[O-],CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],311.15,2.493,328.455
CCC[N+]1(C)CCCCC1,[Br-],CCC[N+]1(C)CCCCC1.[Br-],523.15,2.719,222.17
CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])O,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,445.15,2.649,339.542
CCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCC[n+]1cccc(C)c1.[Cl-],345.15,2.538,227.779
CCCCCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCCCCC[n+]1cccc(C)c1.[Cl-],337.15,2.528,255.833
CCCCC[n+]1cccc(C)c1,[Cl-],CCCCC[n+]1cccc(C)c1.[Cl-],365.15,2.562,199.725
CCC[n+]1cccc(C)c1,[Cl-],CCC[n+]1cccc(C)c1.[Cl-],365.15,2.562,171.671
CCCCCC[n+]1cccc(C)c1,[Cl-],CCCCCC[n+]1cccc(C)c1.[Cl-],350.15,2.544,213.752
C=CC[n+]1cccc(C)c1,[Cl-],C=CC[n+]1cccc(C)c1.[Cl-],381.15,2.581,169.655
CC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,364.15,2.561,394.359
CC[N+]1(C)CCCC1,F[B-](F)(F)F,CC[N+]1(C)CCCC1.F[B-](F)(F)F,339.15,2.53,201.016
CCCC[N+]1(C)CCCC1,[Br-],CCCC[N+]1(C)CCCC1.[Br-],477.15,2.679,222.17
CCCCCCCCCCCCc1cc[nH+]cc1,[I-],CCCCCCCCCCCCc1cc[nH+]cc1.[I-],365.15,2.562,375.338
CCCCCCCCCCCCc1cc[nH+]cc1,[Cl-],CCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],397.15,2.599,283.887
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1,[I-],CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1.[I-],345.15,2.538,683.932
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1,[Cl-],CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1.[Cl-],337.15,2.528,592.481
CCCCCCCCCCCCc1cc[n+](C)cc1,[Cl-],CCCCCCCCCCCCc1cc[n+](C)cc1.[Cl-],324.15,2.511,297.914
CCCCCCCCCc1cc[nH+]cc1,[Cl-],CCCCCCCCCc1cc[nH+]cc1.[Cl-],392.15,2.593,241.806
CCCCCCCCCCCCc1cc[n+](C)cc1,[I-],CCCCCCCCCCCCc1cc[n+](C)cc1.[I-],386.15,2.587,389.365
CCCCCCCCCCCCc1cc[n+](C)cc1,[O-][Cl+3]([O-])([O-])[O-],CCCCCCCCCCCCc1cc[n+](C)cc1.[O-][Cl+3]([O-])([O-])[O-],366.15,2.564,361.91
C[n+]1ccn(Cc2ccc3ccccc3c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(Cc2ccc3ccccc3c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,2.503,503.446
c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,315.15,2.499,529.484
CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,292.15,2.466,396.375
CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,296.15,2.472,372.453
CC[n+]1cccc(C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,275.15,2.44,385.226
CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,371.15,2.57,722.455
CC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,428.15,2.632,694.401
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,2.482,684.362
C[N+](C)(C)CCO,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,436.15,2.64,403.263
CCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,280.15,2.447,310.188
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,306.15,2.486,384.32
CC[n+]1ccccc1,CS(=O)(=O)[O-],CC[n+]1ccccc1.CS(=O)(=O)[O-],335.15,2.525,203.263
CC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,305.15,2.485,257.233
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=C([O-])C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])C(F)(F)F,285.15,2.455,481.728
CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,278.15,2.444,291.335
CCC[n+]1ccn(C)c1,[I-],CCC[n+]1ccn(C)c1.[I-],291.15,2.464,252.099
c1ccc2sc[nH+]c2c1,F[B-](F)(F)F,c1ccc2sc[nH+]c2c1.F[B-](F)(F)F,398.15,2.6,223.003
c1ccc2sc[nH+]c2c1,Cc1ccc(S(=O)(=O)[O-])cc1,c1ccc2sc[nH+]c2c1.Cc1ccc(S(=O)(=O)[O-])cc1,393.15,2.595,307.396
c1ccc2sc[nH+]c2c1,CS(=O)(=O)[O-],c1ccc2sc[nH+]c2c1.CS(=O)(=O)[O-],378.15,2.578,231.298
c1ccc2sc[nH+]c2c1,O=S(=O)([O-])C(F)(F)F,c1ccc2sc[nH+]c2c1.O=S(=O)([O-])C(F)(F)F,401.15,2.603,285.268
CCCC[n+]1ccn(C)c1,CCCCCCCCOS(=O)(=O)[O-],CCCC[n+]1ccn(C)c1.CCCCCCCCOS(=O)(=O)[O-],307.15,2.487,348.509
C[n+]1cn(CCN=[N+]=[N-])cn1,O=[N+]([O-])[O-],C[n+]1cn(CCN=[N+]=[N-])cn1.O=[N+]([O-])[O-],217.15,2.337,215.173
Cn1c[n+](C)nc1N=[N+]=[N-],[I-],Cn1c[n+](C)nc1N=[N+]=[N-].[I-],389.15,2.59,266.046
C[n+]1cn(N)cn1,[I-],C[n+]1cn(N)cn1.[I-],374.15,2.573,226.021
Cn1c[n+](C)cn1,I[I-]I,Cn1c[n+](C)cn1.I[I-]I,383.15,2.583,478.841
[N-]=[N+]=NC1=NC=C[NH2+]1,[O-][Cl+3]([O-])([O-])[O-],[N-]=[N+]=NC1=NC=C[NH2+]1.[O-][Cl+3]([O-])([O-])[O-],389.15,2.59,209.549
[N-]=[N+]=NC1=NC=C[NH2+]1,O=[N+]([O-])[O-],[N-]=[N+]=NC1=NC=C[NH2+]1.O=[N+]([O-])[O-],397.15,2.599,172.104
CC1=[NH+]N(C)NN1C,O=[N+]([O-])[O-],CC1=[NH+]N(C)NN1C.O=[N+]([O-])[O-],367.15,2.565,177.164
[N-]=[N+]=NC1=N[NH2+]C=N1,[O-][Cl+3]([O-])([O-])[O-],[N-]=[N+]=NC1=N[NH2+]C=N1.[O-][Cl+3]([O-])([O-])[O-],396.15,2.598,210.537
CC(C)C[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,257.15,2.41,419.369
C[NH+]1C=CN(CCCCN2C=C[NH+](C)C2)C1,F[P-](F)(F)(F)(F)F,C[NH+]1C=CN(CCCCN2C=C[NH+](C)C2)C1.F[P-](F)(F)(F)(F)F,391.15,2.592,369.314
CC[n+]1ccccc1,F[P-](F)(F)(F)(F)F,CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,376.15,2.575,253.126
C=CC[NH+](CC)CC,O=S(=O)([O-])C(F)(F)F,C=CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,259.15,2.414,263.281
CCC[NH+](C)C,O=S(=O)([O-])C(F)(F)F,CCC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,293.15,2.467,237.243
CC[NH+](C)CC,O=S(=O)([O-])C(F)(F)F,CC[NH+](C)CC.O=S(=O)([O-])C(F)(F)F,267.15,2.427,237.243
CCC[NH+](CC)CC,O=S(=O)([O-])C(F)(F)F,CCC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,259.15,2.414,265.297
C=CC[NH+](C)C,O=S(=O)([O-])C(F)(F)F,C=CC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,289.15,2.461,235.227
CCC[NH+](C)CCC,O=S(=O)([O-])C(F)(F)F,CCC[NH+](C)CCC.O=S(=O)([O-])C(F)(F)F,290.15,2.463,265.297
C=CC[NH+](C)CC=C,O=S(=O)([O-])C(F)(F)F,C=CC[NH+](C)CC=C.O=S(=O)([O-])C(F)(F)F,254.15,2.405,261.265
CCCCCCCC[n+]1cccc2ccccc21,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.15,2.507,522.533
[NH3+]O,[O-][Cl+3]([O-])([O-])[O-],[NH3+]O.[O-][Cl+3]([O-])([O-])[O-],361.15,2.558,133.487
C[N+](C)(C)CCO,O=C([O-])C(F)(F)F,C[N+](C)(C)CCO.O=C([O-])C(F)(F)F,305.15,2.485,217.187
C[N+](C)(C)CCO,O=C([O-])C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)F,344.15,2.537,267.194
C[N+](C)(C)CCO,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,312.15,2.494,317.201
C[N+](C)(C)CCO,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,296.15,2.472,367.208
C[N+](C)(C)CCO,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,320.15,2.505,417.215
C[N+](C)(C)CCO,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,321.15,2.507,467.222
C[N+](C)(C)CCO,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,337.15,2.528,517.229
[NH4+],[F-],[NH4+].[F-],383.15,2.583,37.037
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,Cc1cc(Cl)ccc1OC(C)C(=O)[O-],CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],283.15,2.452,697.51
CCCC[n+]1ccn(C)c1,Cc1cc(Cl)ccc1OC(C)C(=O)[O-],CCCC[n+]1ccn(C)c1.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],279.15,2.446,352.862
CCCCCCCCCCCC[n+]1ccccc1,O=C([O-])COc1ccc(Cl)cc1Cl,CCCCCCCCCCCC[n+]1ccccc1.O=C([O-])COc1ccc(Cl)cc1Cl,239.15,2.379,468.465
CCCCCCCCCCCC[n+]1ccccc1,Cc1cc(Cl)ccc1OCC(=O)[O-],CCCCCCCCCCCC[n+]1ccccc1.Cc1cc(Cl)ccc1OCC(=O)[O-],242.15,2.384,448.047
CCCCCCCCCCCCCCCC[n+]1ccccc1,Cc1cc(Cl)ccc1OCC(=O)[O-],CCCCCCCCCCCCCCCC[n+]1ccccc1.Cc1cc(Cl)ccc1OCC(=O)[O-],279.65,2.447,504.155
CCCCCCCCCC[N+](C)(C)CCO,[Br-],CCCCCCCCCC[N+](C)(C)CCO.[Br-],429.15,2.633,310.32
CCCCCCCCCC[N+]1(C)CCOCC1,[Br-],CCCCCCCCCC[N+]1(C)CCOCC1.[Br-],461.15,2.664,322.331
CCCCCCCCCCCC[N+](C)(C)CCOCCO,[Br-],CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],329.15,2.517,382.427
CC(C)[NH3+],O=C([O-])COc1ccc(Cl)cc1Cl,CC(C)[NH3+].O=C([O-])COc1ccc(Cl)cc1Cl,394.15,2.596,280.151
C[NH2+]C,O=C([O-])COc1ccc(Cl)cc1Cl,C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl,393.15,2.595,266.124
OCC[NH2+]CCO,O=C([O-])COc1ccc(Cl)cc1Cl,OCC[NH2+]CCO.O=C([O-])COc1ccc(Cl)cc1Cl,356.15,2.552,326.176
OCC[NH+](CCO)CCO,O=C([O-])COc1ccc(Cl)cc1Cl,OCC[NH+](CCO)CCO.O=C([O-])COc1ccc(Cl)cc1Cl,416.15,2.619,370.229
CCCC[P+](CCCC)(CCCC)CC(=O)O,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CC(=O)O.CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],311.15,2.493,682.942
CCCC[P+](CC)(CCCC)CCCC,CCCCCCCCCCCCCCCCCC(=O)[O-],CCCC[P+](CC)(CCCC)CCCC.CCCCCCCCCCCCCCCCCC(=O)[O-],252.15,2.402,514.86
CCCCCCCCCCCCCCCC[N+](C)(C)C,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1,CCCCCCCCCCCCCCCC[N+](C)(C)C.CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1,352.15,2.547,586.002
CCCCCCCCCCCCCCCCCC[N+](C)(C)C,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1,258.15,2.412,614.056
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1,285.15,2.455,628.083
CCCC[n+]1ccn(C)c1,[NH-]S(=O)(=O)C(F)(F)F,CCCC[n+]1ccn(C)c1.[NH-]S(=O)(=O)C(F)(F)F,290.15,2.463,287.307
CCCC[N+]1(C)CCCC1,[NH-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.[NH-]S(=O)(=O)C(F)(F)F,289.15,2.461,290.351
CCCC[N+](C)(C)C,[NH-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.[NH-]S(=O)(=O)C(F)(F)F,329.15,2.517,264.313
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[NH-]S(=O)(=O)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[NH-]S(=O)(=O)C(F)(F)F,284.15,2.454,516.799
C[n+]1cc2n(n1)CCCC2,[I-],C[n+]1cc2n(n1)CCCC2.[I-],407.15,2.61,265.098
CC[n+]1cc2n(n1)CCCC2,[I-],CC[n+]1cc2n(n1)CCCC2.[I-],387.15,2.588,279.125
CCC[n+]1cc2n(n1)CCCC2,[I-],CCC[n+]1cc2n(n1)CCCC2.[I-],356.15,2.552,293.152
CCCC[n+]1cc2n(n1)CCCC2,[I-],CCCC[n+]1cc2n(n1)CCCC2.[I-],346.15,2.539,307.179
COC(=O)C=Cc1ccc(OCCC[n+]2ccn(C)c2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COC(=O)C=Cc1ccc(OCCC[n+]2ccn(C)c2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,357.15,2.553,581.513
CCCC(CC[n+]1ccn(C)c1)Oc1ccc(C=CC(=O)OC)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC(CC[n+]1ccn(C)c1)Oc1ccc(C=CC(=O)OC)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,326.15,2.513,623.594
C[NH+](C)CCOC(c1ccccc1)c1ccccc1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,C[NH+](C)CCOC(c1ccccc1)c1ccccc1.CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,237.15,2.375,461.646
CCCCCCCCCCCC[N+](C)(C)CC(=O)O,O=C([O-])COc1ccc(Cl)cc1Cl,CCCCCCCCCCCC[N+](C)(C)CC(=O)O.O=C([O-])COc1ccc(Cl)cc1Cl,337.15,2.528,492.484
CCCCCCCCCCCC[N+](C)(C)CC(=O)O,Cc1cc(Cl)ccc1OCC(=O)[O-],CCCCCCCCCCCC[N+](C)(C)CC(=O)O.Cc1cc(Cl)ccc1OCC(=O)[O-],310.15,2.492,472.066
CCCCCCCCCCCC[N+](C)(C)CC(=O)O,COc1c(Cl)ccc(Cl)c1C(=O)[O-],CCCCCCCCCCCC[N+](C)(C)CC(=O)O.COc1c(Cl)ccc(Cl)c1C(=O)[O-],300.15,2.477,492.484
CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,329.15,2.517,358.232
Cc1cc(C)[n+](-c2ccccc2)n1C,F[P-](F)(F)(F)(F)F,Cc1cc(C)[n+](-c2ccccc2)n1C.F[P-](F)(F)(F)(F)F,398.15,2.6,332.228
