Cation_SMILES,Anion_SMILES,IL_SMILES,MP(K),LOG10(MP)(K),Molar mass(g/mol)
CCCC[N+](C)(C)CCCC,F[P-](F)(F)(F)(F)F,CCCC[N+](C)(C)CCCC.F[P-](F)(F)(F)(F)F,437.15,2.641,303.271
CCCC[N+](C)=C(N(C)C)N(C)C,O=[N+]([O-])[O-],CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[O-],345.15,2.538,248.327
CCCC[N+](C)=C(N(C)C)N(C)C,O=[N+]([O-])[N-][N+](=O)[O-],CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[N-][N+](=O)[O-],348.15,2.542,292.34
Cn1cnn(C)c1=[N+](C)C,O=[N+]([O-])[O-],Cn1cnn(C)c1=[N+](C)C.O=[N+]([O-])[O-],347.15,2.541,203.202
C[NH+]=C1N(C)CCN1C,O=[N+]([O-])[O-],C[NH+]=C1N(C)CCN1C.O=[N+]([O-])[O-],276.15,2.441,190.203
CCC[NH+]=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-],CCC[NH+]=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],279.15,2.446,255.702
CCC[N+](C)=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-],CCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],312.15,2.494,269.729
CCC[N+](C)=C1N(C)CCN1C,O=[N+]([O-])[O-],CCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],304.15,2.483,232.284
CCCC[N+](C)=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-],CCCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],301.15,2.479,283.756
CCCC[N+](C)=C1N(C)CCN1C,O=[N+]([O-])[O-],CCCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],280.15,2.447,246.311
CCCC[N+](C)=C1N(C)CCN1C,F[P-](F)(F)(F)(F)F,CCCC[N+](C)=C1N(C)CCN1C.F[P-](F)(F)(F)(F)F,258.15,2.412,329.269
CCC[N+](C)=C1N(C)CCCN1C,[O-][Cl+3]([O-])([O-])[O-],CCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],401.15,2.603,283.756
CCC[N+](C)=C1N(C)CCCN1C,O=[N+]([O-])[O-],CCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],330.15,2.519,246.311
CCCC[N+](C)=C1N(C)CCCN1C,[O-][Cl+3]([O-])([O-])[O-],CCCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],351.15,2.545,297.783
CCCC[N+](C)=C1N(C)CCCN1C,O=[N+]([O-])[O-],CCCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],279.15,2.446,260.338
CCC[N+](C)=C1N(C)COCN1C,[O-][Cl+3]([O-])([O-])[O-],CCC[N+](C)=C1N(C)COCN1C.[O-][Cl+3]([O-])([O-])[O-],367.15,2.565,285.728
CCC[N+](C)=C1N(C)COCN1C,O=[N+]([O-])[O-],CCC[N+](C)=C1N(C)COCN1C.O=[N+]([O-])[O-],338.15,2.529,248.283
CCCCCCOc1cc2c3cc(OCCCCCC)c(OCCCCCC)cc3c3cc(OCCCCC[NH+]=C(N(C)C)N(C)C)c(OCCCCCC)cc3c2cc1OCCCCCC,[Cl-],CCCCCCOc1cc2c3cc(OCCCCCC)c(OCCCCCC)cc3c3cc(OCCCCC[NH+]=C(N(C)C)N(C)C)c(OCCCCCC)cc3c2cc1OCCCCCC.[Cl-],319.15,2.504,964.858
C[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,423.15,2.626,371.261
CC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,391.15,2.592,427.369
CC[P+](CC)(CC)CC,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[P+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,292.15,2.466,391.314
CCCCCCCCCCCCC[PH2+]C,[Cl-],CCCCCCCCCCCCC[PH2+]C.[Cl-],374.15,2.573,266.837
CCCCCCCCCCCCC[PH2+]C,[Br-],CCCCCCCCCCCCC[PH2+]C.[Br-],368.15,2.566,311.288
CCCCCCCCCCCCC[PH2+]C,O=[N+]([O-])[O-],CCCCCCCCCCCCC[PH2+]C.O=[N+]([O-])[O-],333.15,2.523,293.388
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,312.15,2.494,570.674
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[P-](F)(F)(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,313.15,2.496,628.832
CCCCCC[P+](CC)(CCCCCC)CCCCCC,[Br-],CCCCCC[P+](CC)(CCCCCC)CCCCCC.[Br-],333.15,2.523,395.45
CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Br-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],343.15,2.535,451.558
CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=C([O-])c1ccccc1,CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1ccccc1,292.15,2.466,440.523
CCCCCC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,294.15,2.469,441.396
CCCCCC[P+](C)(C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[P+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,280.15,2.447,405.341
CCCCCC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,313.15,2.496,491.403
O=S(=O)(Cl)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])C(F)(F)F,O=S(=O)(Cl)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)([O-])C(F)(F)F,364.15,2.561,566.987
CC[P+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[P+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,370.15,2.568,413.342
CCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,2.516,455.423
CCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.15,2.463,469.45
CCCCCCCCCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,286.15,2.457,567.639
CC[P+](CC)(CC)COC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[P+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,287.15,2.458,443.368
CC[P+](CC)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.15,2.452,457.395
CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Br-],CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Br-],332.15,2.521,507.666
CCOC(N(C)C)=[N+](C)C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCOC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,306.15,2.486,590.23
CCSC(N(C)C)=[N+](C)C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCSC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,274.15,2.438,606.298
C[N+]1(CCO)CCOCC1,[Br-],C[N+]1(CCO)CCOCC1.[Br-],423.15,2.626,226.114
C[N+]1(CCO)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,231.15,2.364,426.357
CCC[N+]1(C)CCOCC1,[O-][Cl+3]([O-])([O-])[O-],CCC[N+]1(C)CCOCC1.[O-][Cl+3]([O-])([O-])[O-],364.15,2.561,243.687
CCC[N+]1(C)CCOCC1,O=[N+]([O-])[O-],CCC[N+]1(C)CCOCC1.O=[N+]([O-])[O-],331.15,2.52,206.242
CCC[N+]1(C)CCOCC1,F[P-](F)(F)(F)(F)F,CCC[N+]1(C)CCOCC1.F[P-](F)(F)(F)(F)F,359.15,2.555,289.2
C[N+]1(CCCF)CCOCC1,O=[N+]([O-])[O-],C[N+]1(CCCF)CCOCC1.O=[N+]([O-])[O-],331.15,2.52,224.232
C[N+]1(CCCF)CCOCC1,O=S(=O)([O-])C(F)(F)F,C[N+]1(CCCF)CCOCC1.O=S(=O)([O-])C(F)(F)F,341.15,2.533,311.297
C[N+]1(CCCF)CCOCC1,F[P-](F)(F)(F)(F)F,C[N+]1(CCCF)CCOCC1.F[P-](F)(F)(F)(F)F,353.15,2.548,307.19
C[N+]1(CCOCC(F)(F)F)CCOCC1,F[P-](F)(F)(F)(F)F,C[N+]1(CCOCC(F)(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,345.15,2.538,373.196
C[N+]1(C(OCCC(F)(F)C(F)(F)C(F)F)C(F)F)CCOCC1,F[P-](F)(F)(F)(F)F,C[N+]1(C(OCCC(F)(F)C(F)(F)C(F)F)C(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,335.15,2.525,505.227
C1COCC[NH2+]1,O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,335.15,2.525,295.179
C1COCC[NH2+]1,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,C1COCC[NH2+]1.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,359.15,2.555,383.304
C1COCC[NH2+]1,O=C([CH-]C(=O)C(F)(F)F)c1ccco1,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,345.15,2.538,293.241
C1COCC[NH2+]1,O=C([CH-]C(=O)C(F)(F)F)c1cccs1,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,375.15,2.574,309.309
CC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,302.15,2.48,410.358
CCCC[N+]1(C)CCOCC1,F[B-](F)(F)F,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,339.15,2.53,245.069
CCCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,2.489,438.412
CCCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,342.15,2.534,395.09
CCCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,349.15,2.543,445.097
COCC[N+]1(C)CCOCC1,F[B-](F)(F)F,COCC[N+]1(C)CCOCC1.F[B-](F)(F)F,358.15,2.554,247.041
COCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)F,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)F,274.15,2.438,297.048
COCC[N+]1(C)CCOCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,399.15,2.601,447.069
Cn1nn[n+](N)c1N,O=[N+]([O-])[N-][N+](=O)[O-],Cn1nn[n+](N)c1N.O=[N+]([O-])[N-][N+](=O)[O-],358.15,2.554,221.137
CC1=[NH+]N(C)NN1C,[O-][Cl+3]([O-])([O-])[O-],CC1=[NH+]N(C)NN1C.[O-][Cl+3]([O-])([O-])[O-],406.15,2.609,214.609
Cc1n(C)nn[n+]1N,[I-],Cc1n(C)nn[n+]1N.[I-],394.15,2.596,241.036
Cc1n(C)nn[n+]1N,[O-][Cl+3]([O-])([O-])[O-],Cc1n(C)nn[n+]1N.[O-][Cl+3]([O-])([O-])[O-],324.15,2.511,213.581
CC1=[NH+]N(N)NN1C,[I-],CC1=[NH+]N(N)NN1C.[I-],397.15,2.599,243.052
CC1=[NH+]N(N)NN1C,[O-][Cl+3]([O-])([O-])[O-],CC1=[NH+]N(N)NN1C.[O-][Cl+3]([O-])([O-])[O-],413.15,2.616,215.597
CC1=[NH+]N(N)NN1C,O=[N+]([O-])[O-],CC1=[NH+]N(N)NN1C.O=[N+]([O-])[O-],367.15,2.565,178.152
CCC[N+]1(C)CCOC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.15,2.501,410.358
CCC[N+]1(C)CCOC1,F[P-](F)(F)(F)(F)F,CCC[N+]1(C)CCOC1.F[P-](F)(F)(F)(F)F,314.15,2.497,275.173
CCCC[N+]1(C)CCOC1,F[B-](F)(F)F,CCCC[N+]1(C)CCOC1.F[B-](F)(F)F,261.15,2.417,231.042
CCCC[N+]1(C)CCOC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCOC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,285.15,2.455,424.385
CCCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)F,269.15,2.43,331.056
CCCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,326.15,2.513,381.063
CCCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,327.15,2.515,431.07
COCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)F,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)F,274.15,2.438,333.028
COCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,283.15,2.452,383.035
COCC[N+]1(C)CCOC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCC[N+]1(C)CCOC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,291.15,2.464,433.042
CC[N+]1(CC)CCNCC1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CC[N+]1(CC)CCNCC1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,266.15,2.425,454.38
FC(F)(CC[n+]1ccccn1)C(F)(F)S(F)(F)(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,FC(F)(CC[n+]1ccccn1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,259.15,2.414,615.362
[NH3+]CC(=O)O,[Cl-],[NH3+]CC(=O)O.[Cl-],459.15,2.662,111.528
[NH3+]CC(=O)O,F[B-](F)(F)F,[NH3+]CC(=O)O.F[B-](F)(F)F,389.15,2.59,162.879
[NH3+]CC(=O)O,O=[N+]([O-])[O-],[NH3+]CC(=O)O.O=[N+]([O-])[O-],384.15,2.585,138.079
[NH3+]CC(=O)O,F[P-](F)(F)(F)(F)F,[NH3+]CC(=O)O.F[P-](F)(F)(F)(F)F,374.15,2.573,221.037
CC([NH3+])C(=O)O,F[B-](F)(F)F,CC([NH3+])C(=O)O.F[B-](F)(F)F,351.15,2.545,176.906
CC([NH3+])C(=O)O,O=[N+]([O-])[O-],CC([NH3+])C(=O)O.O=[N+]([O-])[O-],432.15,2.636,152.106
CC([NH3+])C(=O)O,O=C([O-])C(F)(F)F,CC([NH3+])C(=O)O.O=C([O-])C(F)(F)F,355.15,2.55,203.116
O=C(O)C1CCC[NH2+]1,F[B-](F)(F)F,O=C(O)C1CCC[NH2+]1.F[B-](F)(F)F,349.15,2.543,202.944
O=C(O)C1CCC[NH2+]1,O=C([O-])C(F)(F)F,O=C(O)C1CCC[NH2+]1.O=C([O-])C(F)(F)F,351.15,2.545,229.154
CC(C)C([NH3+])C(=O)O,O=[N+]([O-])[O-],CC(C)C([NH3+])C(=O)O.O=[N+]([O-])[O-],407.15,2.61,180.16
CCC(C)C([NH3+])C(=O)O,O=[N+]([O-])[O-],CCC(C)C([NH3+])C(=O)O.O=[N+]([O-])[O-],378.15,2.578,194.187
COC(=O)C[NH3+],O=[N+]([O-])[O-],COC(=O)C[NH3+].O=[N+]([O-])[O-],317.15,2.501,152.106
CCOC(=O)C[NH3+],O=[N+]([O-])[O-],CCOC(=O)C[NH3+].O=[N+]([O-])[O-],322.15,2.508,166.133
COC(=O)C(C)[NH3+],F[B-](F)(F)F,COC(=O)C(C)[NH3+].F[B-](F)(F)F,255.15,2.407,190.933
COC(=O)C(C)[NH3+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COC(=O)C(C)[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,256.15,2.408,384.276
COC(=O)C(C)[NH3+],O=[N+]([O-])[O-],COC(=O)C(C)[NH3+].O=[N+]([O-])[O-],334.15,2.524,166.133
COC(=O)C(C)[NH3+],CC(O)C(=O)[O-],COC(=O)C(C)[NH3+].CC(O)C(=O)[O-],311.15,2.493,193.199
COC(=O)C(C)[NH3+],N#C[S-],COC(=O)C(C)[NH3+].N#C[S-],335.15,2.525,162.214
COC(=O)C([NH3+])CO,O=[N+]([O-])[O-],COC(=O)C([NH3+])CO.O=[N+]([O-])[O-],378.15,2.578,182.132
CC[NH2+]C(C)C(=O)OCC,O=[N+]([O-])[O-],CC[NH2+]C(C)C(=O)OCC.O=[N+]([O-])[O-],256.15,2.408,208.214
CC[NH2+]C(C)C(=O)OCC,CC(O)C(=O)[O-],CC[NH2+]C(C)C(=O)OCC.CC(O)C(=O)[O-],248.15,2.395,235.28
COC(=O)C1CCC[NH2+]1,O=[N+]([O-])[O-],COC(=O)C1CCC[NH2+]1.O=[N+]([O-])[O-],257.15,2.41,192.171
COC(=O)C([NH3+])C(C)C,O=[N+]([O-])[O-],COC(=O)C([NH3+])C(C)C.O=[N+]([O-])[O-],347.15,2.541,194.187
CCOC(=O)C1CCC[NH2+]1,O=[N+]([O-])[O-],CCOC(=O)C1CCC[NH2+]1.O=[N+]([O-])[O-],256.15,2.408,206.198
CCC(C)C([NH3+])C(=O)OC,O=[N+]([O-])[O-],CCC(C)C([NH3+])C(=O)OC.O=[N+]([O-])[O-],259.15,2.414,208.214
CC(C)CC([NH3+])C(=O)O,O=[N+]([O-])[O-],CC(C)CC([NH3+])C(=O)O.O=[N+]([O-])[O-],348.15,2.542,194.187
COC(=O)C([NH3+])Cc1ccccc1,O=[N+]([O-])[O-],COC(=O)C([NH3+])Cc1ccccc1.O=[N+]([O-])[O-],365.15,2.562,242.231
CCCn1cc(CC(NC(=O)c2ccccc2)C(=O)OC)[n+](CCC)c1,[Br-],CCCn1cc(CC(NC(=O)c2ccccc2)C(=O)OC)[n+](CCC)c1.[Br-],312.15,2.494,438.366
COC(=O)C(Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)c1ccccc1,[I-],COC(=O)C(Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)c1ccccc1.[I-],328.15,2.516,485.366
CC(=O)C(Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)OC(C)(C)C,[I-],CC(=O)C(Cc1cn(C(C)C)c[n+]1C(C)C)NC(=O)OC(C)(C)C.[I-],328.15,2.516,465.376
Cc1cc(C)c(-n2cc[n+](C)c2)c(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1cc(C)c(-n2cc[n+](C)c2)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,344.15,2.537,481.44
CCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,299.15,2.476,523.521
CCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,2.496,551.575
CCCCCCCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCC[n+]1ccn(-c2c(C)cc(C)cc2C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,305.15,2.485,621.71
CCCC[N+]1(C)CCCC(C)C1,O=S(=O)([O-])C(F)(F)F,CCCC[N+]1(C)CCCC(C)C1.O=S(=O)([O-])C(F)(F)F,357.15,2.553,319.389
CCCCCC[N+]1(C)CCCC(C)C1,O=S(=O)([O-])C(F)(F)F,CCCCCC[N+]1(C)CCCC(C)C1.O=S(=O)([O-])C(F)(F)F,355.15,2.55,347.443
CCCC[N+]1(C)CCCC(C)C1,O=C([O-])C(F)(F)F,CCCC[N+]1(C)CCCC(C)C1.O=C([O-])C(F)(F)F,331.15,2.52,283.334
CCCCCC[N+]1(C)CCCC(C)C1,O=C([O-])C(F)(F)F,CCCCCC[N+]1(C)CCCC(C)C1.O=C([O-])C(F)(F)F,314.15,2.497,311.388
CCCC[N+]1(C)CCCC(C)C1,[I-],CCCC[N+]1(C)CCCC(C)C1.[I-],417.15,2.62,297.224
CCCCCC[N+]1(C)CCCC(C)C1,[I-],CCCCCC[N+]1(C)CCCC(C)C1.[I-],396.15,2.598,325.278
CCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.15,2.501,402.338
CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,276.15,2.441,444.419
CCCCc1c[n+](-c2ccccc2)nn1C,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCc1c[n+](-c2ccccc2)nn1C.Cc1ccc(S(=O)(=O)[O-])cc1,419.15,2.622,387.505
CCCCc1c[n+](-c2ccccc2)nn1C,O=S(=O)([O-])C(F)(F)F,CCCCc1c[n+](-c2ccccc2)nn1C.O=S(=O)([O-])C(F)(F)F,375.15,2.574,365.377
CCCCc1c[n+](C)nn1C,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCc1c[n+](C)nn1C.Cc1ccc(S(=O)(=O)[O-])cc1,379.15,2.579,325.434
Cn1cc[n+](C)n1,Cc1ccc(S(=O)(=O)[O-])cc1,Cn1cc[n+](C)n1.Cc1ccc(S(=O)(=O)[O-])cc1,372.15,2.571,269.326
Cn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,Cn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,368.15,2.566,268.338
Cn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,310.15,2.492,246.21
CCCCCC[P+](CCCC)(CCCC)CCCC,F[P-](F)(F)(F)(F)F,CCCCCC[P+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,414.15,2.617,432.454
CCCCCC[N+](CCCC)(CCCC)CCCC,F[P-](F)(F)(F)(F)F,CCCCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,440.15,2.644,415.487
CCCCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297.15,2.473,550.672
C[N+]1(C)CCCC1,COS(=O)(=O)[O-],C[N+]1(C)CCCC1.COS(=O)(=O)[O-],368.15,2.566,211.283
C[N+]1(C)CCCCC1,COS(=O)(=O)[O-],C[N+]1(C)CCCCC1.COS(=O)(=O)[O-],372.15,2.571,225.31
CC[N+]1(C)CCCCC1,CCOS(=O)(=O)[O-],CC[N+]1(C)CCCCC1.CCOS(=O)(=O)[O-],193.15,2.286,253.364
C[N+]1(C)CCOCC1,COS(=O)(=O)[O-],C[N+]1(C)CCOCC1.COS(=O)(=O)[O-],386.15,2.587,227.282
CC[N+]1(C)CCOCC1,COS(=O)(=O)[O-],CC[N+]1(C)CCOCC1.COS(=O)(=O)[O-],318.15,2.503,241.309
CC[N+]1(C)CCOCC1,CCOS(=O)(=O)[O-],CC[N+]1(C)CCOCC1.CCOS(=O)(=O)[O-],205.15,2.312,255.336
CC[N+](CC)(CCOC)CCOC,O=S(=O)(F)[N-]S(=O)(=O)F,CC[N+](CC)(CCOC)CCOC.O=S(=O)(F)[N-]S(=O)(=O)F,288.15,2.46,370.44
